1.402999999999999950e-03 2.489190398358154255e+00 2.482428250602275011e+00 2.500936687104307055e+00 3.296456133896843443e+00
3.026000000000000044e-03 2.480181155226368173e+00 2.471990283964906165e+00 2.493822871902331428e+00 3.296185528777304530e+00
4.386000000000000142e-03 2.470906075347194086e+00 2.499612271739515279e+00 2.485209403659034422e+00 3.296001350402992802e+00
5.818000000000000255e-03 2.459217603113365680e+00 2.446634465054805752e+00 2.474915680279216712e+00 3.296073472031768592e+00
7.204999999999999599e-03 2.446533733193127169e+00 2.431804827666858237e+00 2.463202770138117170e+00 3.296044265752346991e+00
8.597000000000000475e-03 2.431927017203213914e+00 2.415070821651318145e+00 2.449522906484950191e+00 3.296016251565963007e+00
1.000900000000000054e-02 2.415870120033039914e+00 2.396906900037157673e+00 2.434471539792006034e+00 3.296042477612790567e+00
1.140399999999999921e-02 2.397844481211242940e+00 2.376805827236870172e+00 2.417410900284159059e+00 3.295959627146676230e+00
1.284800000000000005e-02 2.378403231907276094e+00 2.355311197675609147e+00 2.399024653318483136e+00 3.296047245984941032e+00
1.424300000000000045e-02 2.358140034453872769e+00 2.333107868803485641e+00 2.379802153086918892e+00 3.295967971797939544e+00
1.561700000000000067e-02 2.336758653731185742e+00 2.309989608524991134e+00 2.359444780283544318e+00 3.296040093426715334e+00
1.697999999999999857e-02 2.314265050204402208e+00 2.285641108231676544e+00 2.337888757930846051e+00 3.296059762961836004e+00
1.833399999999999960e-02 2.290831481317458174e+00 2.260371716066803316e+00 2.315407075334438680e+00 3.296038901333677718e+00
1.968400000000000011e-02 2.266558678932032667e+00 2.234355477613863439e+00 2.292113577379414568e+00 3.296032940868489636e+00
2.102899999999999908e-02 2.241182594440292775e+00 2.207241321473279339e+00 2.267613085223804337e+00 3.296016847612481815e+00
2.237799999999999859e-02 2.214965488310514541e+00 2.179413101603162595e+00 2.242207794452642844e+00 3.296015059472925390e+00
2.372499999999999956e-02 2.187865041239862585e+00 2.150726574745962072e+00 2.216021682741842636e+00 3.295955454821044572e+00
2.513999999999999915e-02 2.158498425304701929e+00 2.119658245999604063e+00 2.226546672170957475e+00 3.296059166915317196e+00
2.649800000000000072e-02 2.129630104259264911e+00 2.089332591215681045e+00 2.159502167642374904e+00 3.296084796915625947e+00
2.784599999999999922e-02 2.100333821813323620e+00 2.058620102241051519e+00 2.131097570788570650e+00 3.296004330635586843e+00
