6.610000000000000207e-04 1.531786505196869985e+00 1.474191126130953489e+00 1.588331650296646469e+00 2.200000000000000000e+01
1.978999999999999856e-03 1.502631485775886233e+00 1.445808582998345360e+00 1.573713609422875637e+00 2.200000000000000000e+01
3.155999999999999951e-03 1.474607166601081598e+00 1.417394449400240175e+00 1.558406538773362549e+00 2.200000000000000000e+01
4.303000000000000401e-03 1.448281580004880498e+00 1.390890048848396399e+00 1.543566768594595073e+00 2.200000000000000000e+01
5.525000000000000397e-03 1.418099572431990252e+00 1.360317630805686795e+00 1.524302545106714479e+00 2.200000000000000000e+01
6.955000000000000245e-03 1.386200354838413640e+00 1.328379670188387651e+00 1.509055675155601017e+00 2.200000000000000000e+01
8.219000000000000611e-03 1.358664197762512904e+00 1.301002657533008700e+00 1.493728338924448451e+00 2.200000000000000000e+01
9.412999999999999493e-03 1.331969062324650510e+00 1.274429115584983396e+00 1.479046521073165144e+00 2.200000000000000000e+01
1.057600000000000033e-02 1.306407607365561496e+00 1.249118000163793596e+00 1.461428578070232742e+00 2.200000000000000000e+01
1.202199999999999970e-02 1.274755749077290279e+00 1.217809464670355890e+00 1.446728282776866381e+00 2.200000000000000000e+01
1.318500000000000054e-02 1.289032255295783802e+00 1.192248605757785462e+00 1.432064346321147319e+00 2.200000000000000000e+01
1.436699999999999956e-02 1.224702146613853682e+00 1.167653342205684508e+00 1.417674591264080020e+00 2.200000000000000000e+01
1.553099999999999967e-02 1.200494313298978044e+00 1.141566770263525266e+00 1.402340102474701755e+00 2.200000000000000000e+01
1.683899999999999980e-02 1.173501750648230368e+00 1.117735638348536398e+00 1.388623283937368891e+00 2.200000000000000000e+01
1.797899999999999845e-02 1.150313156880516718e+00 1.094828378537699987e+00 1.374831959585185004e+00 2.200000000000000000e+01
1.913700000000000123e-02 1.126781240317969335e+00 1.071885951982254115e+00 1.361112756861776907e+00 2.200000000000000000e+01
2.038200000000000081e-02 1.102137696997844918e+00 1.045234327940264718e+00 1.344970625039413559e+00 2.200000000000000000e+01
2.172599999999999879e-02 1.076375970408436133e+00 1.023178818604805196e+00 1.332036415581275834e+00 2.200000000000000000e+01
2.292200000000000140e-02 1.053292876874551309e+00 1.000592231821087807e+00 1.318246879368648372e+00 2.200000000000000000e+01
2.408799999999999830e-02 1.031715992893694978e+00 9.792489980756041712e-01 1.304962194557451660e+00 2.200000000000000000e+01
2.534399999999999847e-02 1.008145333307425284e+00 9.550453370863600799e-01 1.289752279490504305e+00 2.200000000000000000e+01
2.671400000000000163e-02 9.834469537075702927e-01 9.327704826319792586e-01 1.275945457928831406e+00 2.200000000000000000e+01
2.798399999999999846e-02 9.617288067017563113e-01 9.122533693615638706e-01 1.262974293586527574e+00 2.200000000000000000e+01
2.916600000000000095e-02 9.412569929667702340e-01 8.929951063388712473e-01 1.250084787617300464e+00 2.200000000000000000e+01
3.043900000000000078e-02 9.199536943380468568e-01 8.689607225609686791e-01 1.234888581620285697e+00 2.200000000000000000e+01
3.183099999999999818e-02 8.969647761541338360e-01 8.506537497822940219e-01 1.222352531236711837e+00 2.200000000000000000e+01
3.319899999999999934e-02 8.745832293728863505e-01 8.279646429973415156e-01 1.207943702691042676e+00 2.200000000000000000e+01
3.471199999999999980e-02 8.507562697835290288e-01 8.069283732090440919e-01 1.193163537164156018e+00 2.200000000000000000e+01
3.625400000000000150e-02 8.271617683365068974e-01 7.849718075957068386e-01 1.178887030945662273e+00 2.200000000000000000e+01
3.774099999999999677e-02 8.047086959730024303e-01 7.645715194429778538e-01 1.165201802873826464e+00 2.200000000000000000e+01
3.910500000000000087e-02 7.865292771493527235e-01 7.479644713359441255e-01 1.153122324123659670e+00 2.200000000000000000e+01
4.046399999999999997e-02 7.683063469298299086e-01 7.313061632282928937e-01 1.141890423523238107e+00 2.200000000000000000e+01
4.166399999999999965e-02 7.526142302291667363e-01 7.171864172442456997e-01 1.131793991541146127e+00 2.200000000000000000e+01
4.280400000000000177e-02 7.369769498082339165e-01 7.029808405614901279e-01 1.121489539323990314e+00 2.200000000000000000e+01
4.401200000000000251e-02 7.222498324215211873e-01 6.898111927284231726e-01 1.111844910603154934e+00 2.200000000000000000e+01
4.519900000000000306e-02 7.047582512805761201e-01 6.727439967088695294e-01 1.098991167425056314e+00 2.200000000000000000e+01
4.675200000000000189e-02 6.888414250423222640e-01 6.597442221336629053e-01 1.089249979168174232e+00 2.200000000000000000e+01
4.793599999999999944e-02 6.750721544113342798e-01 6.473452624494150376e-01 1.079825887659297878e+00 2.200000000000000000e+01
4.911599999999999994e-02 6.617075993666171607e-01 6.361038251046925440e-01 1.070797571038910379e+00 2.200000000000000000e+01
